 ,Area,Mean,Min,Max,X,Y,Ch,Frame
1,0,290,290,290,397.250,369.000,3,400
2,0,260,260,260,395.750,370.000,3,401
3,0,249,249,249,395.250,369.750,3,402
4,0,201,201,201,394.750,368.750,3,403
5,0,227,227,227,393.250,370.250,3,404
6,0,248,248,248,393.500,372.000,3,405
7,0,274,274,274,397.750,369.250,3,406
8,0,276,276,276,397.500,370.000,3,407
9,0,249,249,249,397.500,370.000,3,408
10,0,224,224,224,399.250,373.750,3,409
11,0,282,282,282,402.250,382.250,3,410
12,0,275,275,275,401.250,384.750,3,411
13,0,245,245,245,400.750,386.750,3,412
14,0,270,270,270,401.000,386.750,3,413
15,0,247,247,247,400.750,387.750,3,414
16,0,189,189,189,401.250,390.000,3,415
17,0,168,168,168,403.750,392.750,3,416
18,0,170,170,170,403.750,392.000,3,417
19,0,136,136,136,403.750,391.000,3,418
20,0,82,82,82,403.750,390.250,3,419
21,0,157,157,157,403.500,390.000,3,420
22,0,206,206,206,401.000,389.500,3,421
23,0,177,177,177,400.250,389.750,3,422
24,0,197,197,197,400.500,389.750,3,423
25,0,283,283,283,399.750,368.250,3,399
26,0,285,285,285,402.000,368.750,3,398
27,0,312,312,312,404.500,366.500,3,397
28,0,324,324,324,404.750,364.250,3,396
29,0,370,370,370,406.750,367.250,3,395
30,0,376,376,376,405.250,367.500,3,394
31,0,339,339,339,403.750,369.750,3,393
32,0,346,346,346,403.750,369.750,3,392
33,0,354,354,354,405.000,369.750,3,391
34,0,363,363,363,405.000,369.750,3,390
35,0,262,262,262,403.250,370.500,3,389
36,0,288,288,288,404.250,370.500,3,388
37,0,238,238,238,404.250,370.500,3,387
38,0,263,263,263,404.750,370.500,3,386
39,0,273,273,273,404.250,371.500,3,385
40,0,266,266,266,404.500,371.000,3,384
41,0,279,279,279,399.750,369.000,3,383
42,0,263,263,263,399.750,369.000,3,382
43,0,303,303,303,401.500,370.500,3,381
44,0,355,355,355,409.500,369.500,3,380
45,0,333,333,333,407.500,368.250,3,379
46,0,373,373,373,407.500,368.250,3,378
47,0,381,381,381,405.000,370.500,3,377
48,0,308,308,308,401.500,373.500,3,376
49,0,376,376,376,389.000,370.500,3,373
50,0,352,352,352,388.000,371.000,3,372
51,0,391,391,391,388.000,371.000,3,371
52,0,388,388,388,387.250,372.250,3,370
53,0,399,399,399,386.500,372.250,3,369
54,0,351,351,351,384.250,372.250,3,368
55,0,391,391,391,382.250,372.000,3,367
56,0,396,396,396,382.250,371.250,3,366
57,0,377,377,377,382.250,371.250,3,365
58,0,421,421,421,384.500,369.000,3,364
59,0,353,353,353,384.250,368.500,3,363
60,0,393,393,393,386.250,369.000,3,362
61,0,353,353,353,381.750,366.500,3,361
62,0,408,408,408,378.000,363.250,3,360
63,0,401,401,401,378.000,363.250,3,359
64,0,366,366,366,378.750,364.250,3,358
65,0,354,354,354,381.000,364.500,3,357
66,0,338,338,338,381.000,364.500,3,356
67,0,352,352,352,380.000,363.250,3,355
68,0,397,397,397,378.750,361.000,3,354
69,0,408,408,408,381.000,361.750,3,353
70,0,353,353,353,381.000,361.750,3,352
71,0,402,402,402,378.250,361.000,3,351
72,0,454,454,454,378.250,361.000,3,350
73,0,478,478,478,378.250,361.000,3,349
74,0,437,437,437,377.250,360.500,3,348
75,0,523,523,523,377.250,360.500,3,347
76,0,441,441,441,377.000,360.250,3,346
77,0,487,487,487,376.500,361.250,3,345
78,0,473,473,473,375.250,364.000,3,344
79,0,512,512,512,375.750,361.250,3,343
80,0,506,506,506,374.250,361.500,3,342
81,0,458,458,458,373.250,353.000,3,341
82,0,497,497,497,373.000,357.500,3,340
83,0,496,496,496,372.000,364.000,3,339
84,0,503,503,503,373.250,361.750,3,338
85,0,514,514,514,369.750,362.500,3,337
86,0,472,472,472,367.750,363.250,3,336
87,0,443,443,443,364.000,355.500,3,335
88,0,436,436,436,363.250,358.000,3,334
89,0,460,460,460,360.250,361.750,3,333
90,0,495,495,495,360.250,362.250,3,332
91,0,493,493,493,362.500,362.000,3,331
92,0,539,539,539,362.500,360.250,3,330
93,0,486,486,486,363.000,359.250,3,329
94,0,384,384,384,365.250,361.750,3,327
95,0,498,498,498,364.750,360.000,3,328
96,0,452,452,452,371.750,361.000,3,326
97,0,458,458,458,371.750,361.000,3,325
98,0,441,441,441,372.000,358.500,3,324
99,0,529,529,529,374.250,352.750,3,323
100,0,473,473,473,374.500,353.500,3,322
101,0,440,440,440,374.250,354.250,3,321
102,0,418,418,418,377.500,353.500,3,320
103,0,433,433,433,378.750,354.250,3,319
104,0,368,368,368,377.500,355.500,3,318
105,0,366,366,366,376.000,357.000,3,317
106,0,334,334,334,375.750,356.250,3,316
107,0,343,343,343,374.500,355.750,3,315
108,0,301,301,301,374.250,354.000,3,314
109,0,389,389,389,375.000,349.750,3,313
110,0,443,443,443,372.500,349.750,3,312
111,0,379,379,379,370.750,335.000,3,309
112,0,446,446,446,376.500,335.250,3,308
113,0,413,413,413,376.500,335.250,3,307
114,0,452,452,452,379.750,335.250,3,306
115,0,464,464,464,376.500,333.750,3,305
116,0,484,484,484,376.500,333.750,3,304
117,0,443,443,443,380.000,333.750,3,303
118,0,493,493,493,385.250,334.000,3,302
119,0,435,435,435,387.750,334.000,3,301
120,0,483,483,483,386.500,334.250,3,300
121,0,454,454,454,386.000,334.000,3,299
122,0,474,474,474,386.250,335.500,3,298
123,0,472,472,472,387.750,338.000,3,297
124,0,468,468,468,388.000,339.000,3,296
125,0,525,525,525,388.000,339.750,3,295
126,0,485,485,485,387.000,341.000,3,294
127,0,428,428,428,384.500,340.000,3,293
128,0,413,413,413,382.000,341.500,3,292
129,0,435,435,435,383.000,344.000,3,291
130,0,448,448,448,382.500,344.000,3,290
131,0,421,421,421,381.000,345.500,3,289
132,0,432,432,432,383.500,344.500,3,288
133,0,471,471,471,383.500,344.500,3,287
134,0,502,502,502,383.750,344.500,3,286
135,0,525,525,525,383.750,344.500,3,285
136,0,484,484,484,382.000,342.750,3,284
137,0,474,474,474,381.000,345.750,3,283
138,0,506,506,506,379.750,346.250,3,282
139,0,583,583,583,374.500,347.750,3,281
140,0,453,453,453,373.000,349.750,3,280
141,0,538,538,538,372.000,350.000,3,279
142,0,487,487,487,372.000,350.500,3,278
143,0,566,566,566,372.250,350.500,3,277
144,0,540,540,540,375.500,352.500,3,276
145,0,603,603,603,380.750,353.750,3,275
146,0,613,613,613,383.750,353.250,3,274
147,0,575,575,575,384.750,353.750,3,273
148,0,563,563,563,386.250,357.250,3,272
149,0,617,617,617,386.250,358.750,3,271
150,0,626,626,626,382.500,358.250,3,270
151,0,553,553,553,380.500,357.000,3,269
152,0,607,607,607,378.750,355.500,3,268
153,0,557,557,557,380.000,354.750,3,267
154,0,568,568,568,381.750,353.500,3,266
155,0,474,474,474,381.750,354.750,3,265
156,0,548,548,548,383.000,355.250,3,264
157,0,469,469,469,382.000,357.000,3,263
158,0,477,477,477,378.500,355.250,3,262
159,0,418,418,418,382.750,348.750,3,261
160,0,468,468,468,383.500,346.750,3,260
161,0,432,432,432,383.250,348.750,3,259
162,0,451,451,451,382.750,348.750,3,258
163,0,424,424,424,382.250,349.500,3,257
164,0,445,445,445,381.750,347.250,3,256
165,0,365,365,365,382.000,344.750,3,255
166,0,388,388,388,381.500,343.750,3,254
167,0,432,432,432,381.500,343.500,3,253
168,0,460,460,460,382.750,345.500,3,252
169,0,480,480,480,381.500,347.250,3,251
170,0,420,420,420,381.500,352.000,3,250
171,0,497,497,497,377.750,349.750,3,249
172,0,468,468,468,378.750,347.250,3,248
173,0,466,466,466,378.750,347.250,3,247
174,0,396,396,396,378.250,346.000,3,246
175,0,470,470,470,379.750,350.000,3,245
176,0,536,536,536,380.750,353.250,3,244
177,0,439,439,439,380.500,351.250,3,243
178,0,510,510,510,376.750,352.500,3,242
179,0,538,538,538,378.500,355.250,3,241
180,0,449,449,449,375.250,362.500,3,240
181,0,453,453,453,378.250,364.250,3,239
182,0,457,457,457,378.000,361.000,3,238
183,0,426,426,426,379.500,360.250,3,237
184,0,421,421,421,379.500,360.250,3,236
185,0,445,445,445,380.000,358.500,3,235
186,0,443,443,443,378.000,358.500,3,234
187,0,465,465,465,380.250,360.750,3,233
188,0,500,500,500,377.750,361.000,3,232
189,0,505,505,505,377.250,361.250,3,231
190,0,407,407,407,377.250,360.250,3,230
191,0,476,476,476,377.250,360.000,3,229
192,0,439,439,439,378.000,360.750,3,228
193,0,432,432,432,380.000,360.000,3,227
194,0,410,410,410,380.000,360.000,3,226
195,0,332,332,332,379.000,359.250,3,225
196,0,392,392,392,380.250,358.750,3,224
197,0,421,421,421,384.500,355.250,3,223
198,0,457,457,457,386.500,355.750,3,222
199,0,370,370,370,385.750,352.750,3,221
200,0,503,503,503,382.750,348.000,3,220
201,0,388,388,388,378.500,346.500,3,219
202,0,553,553,553,371.250,330.750,3,218
203,0,445,445,445,372.000,323.500,3,217
204,0,499,499,499,373.500,324.250,3,216
205,0,422,422,422,375.500,322.500,3,215
206,0,501,501,501,375.750,322.250,3,214
207,0,483,483,483,375.750,324.250,3,213
208,0,488,488,488,375.500,320.500,3,212
209,0,536,536,536,374.000,319.500,3,211
210,0,446,446,446,374.000,319.500,3,210
211,0,534,534,534,374.750,315.250,3,209
212,0,449,449,449,373.250,309.000,3,208
213,0,436,436,436,373.500,306.750,3,207
214,0,438,438,438,374.750,306.250,3,206
215,0,524,524,524,377.000,307.000,3,205
216,0,590,590,590,378.000,312.250,3,204
217,0,462,462,462,380.250,310.250,3,203
218,0,609,609,609,385.250,316.500,3,202
219,0,512,512,512,386.750,315.500,3,201
220,0,526,526,526,388.250,315.250,3,200
221,0,586,586,586,390.500,312.250,3,199
222,0,476,476,476,391.250,312.500,3,198
223,0,458,458,458,391.000,311.500,3,197
224,0,496,496,496,388.000,311.750,3,196
225,0,463,463,463,387.250,311.750,3,195
226,0,414,414,414,387.750,312.250,3,194
227,0,472,472,472,390.000,314.750,3,193
228,0,441,441,441,389.750,317.250,3,192
229,0,417,417,417,389.000,315.250,3,191
230,0,387,387,387,385.750,323.000,3,190
231,0,397,397,397,385.500,324.000,3,189
232,0,389,389,389,388.500,326.000,3,188
233,0,379,379,379,388.750,329.750,3,187
234,0,378,378,378,387.750,333.500,3,186
235,0,355,355,355,383.500,335.250,3,185
236,0,373,373,373,382.750,337.250,3,184
237,0,370,370,370,380.250,338.750,3,183
238,0,341,341,341,379.750,340.250,3,182
239,0,422,422,422,380.500,341.000,3,181
240,0,443,443,443,380.750,344.000,3,180
241,0,479,479,479,383.750,346.000,3,179
242,0,399,399,399,389.000,343.250,3,178
