 ,Area,Mean,Min,Max,X,Y,Ch,Frame
1,0,585,585,585,496.750,301.500,3,400
2,0,558,558,558,498.500,300.750,3,401
3,0,566,566,566,496.500,301.250,3,402
4,0,527,527,527,495.000,303.500,3,403
5,0,568,568,568,497.250,303.000,3,404
6,0,546,546,546,498.000,303.000,3,405
7,0,578,578,578,498.000,302.500,3,406
8,0,510,510,510,498.500,301.750,3,407
9,0,500,500,500,497.250,303.750,3,408
10,0,466,466,466,498.250,305.750,3,409
11,0,491,491,491,499.250,304.000,3,410
12,0,477,477,477,499.250,303.750,3,411
13,0,514,514,514,499.500,303.750,3,412
14,0,541,541,541,498.750,305.250,3,413
15,0,542,542,542,498.750,305.500,3,414
16,0,491,491,491,497.000,305.500,3,415
17,0,415,415,415,497.750,306.500,3,416
18,0,463,463,463,497.250,306.750,3,417
19,0,385,385,385,496.500,307.000,3,418
20,0,560,560,560,496.000,300.000,3,399
21,0,584,584,584,498.500,299.000,3,398
22,0,522,522,522,497.500,301.000,3,397
23,0,510,510,510,497.500,301.000,3,396
24,0,530,530,530,495.500,298.500,3,395
25,0,522,522,522,492.000,298.500,3,394
26,0,441,441,441,495.750,299.000,3,393
27,0,544,544,544,494.750,299.000,3,392
28,0,491,491,491,490.000,299.000,3,391
29,0,448,448,448,487.000,299.000,3,390
30,0,506,506,506,485.500,297.500,3,389
31,0,558,558,558,484.500,299.000,3,388
32,0,537,537,537,482.500,300.000,3,387
33,0,481,481,481,480.250,300.000,3,386
34,0,497,497,497,478.750,300.750,3,385
35,0,535,535,535,478.000,299.500,3,384
36,0,494,494,494,477.250,299.250,3,383
37,0,518,518,518,477.750,298.500,3,382
38,0,574,574,574,478.750,299.000,3,381
39,0,569,569,569,477.000,298.750,3,380
40,0,513,513,513,476.500,297.500,3,379
41,0,556,556,556,478.000,296.500,3,378
42,0,513,513,513,478.500,293.500,3,377
43,0,505,505,505,478.750,293.750,3,376
44,0,564,564,564,478.250,293.250,3,375
45,0,528,528,528,477.500,293.500,3,374
46,0,595,595,595,478.250,292.750,3,373
47,0,607,607,607,479.750,293.000,3,372
48,0,570,570,570,479.750,292.250,3,371
49,0,565,565,565,478.250,291.000,3,370
50,0,540,540,540,479.250,290.750,3,369
51,0,602,602,602,479.500,291.250,3,368
52,0,608,608,608,477.000,293.500,3,367
53,0,520,520,520,476.750,291.000,3,366
54,0,615,615,615,476.250,289.750,3,365
55,0,627,627,627,476.250,290.750,3,364
56,0,582,582,582,475.750,290.250,3,363
57,0,540,540,540,474.000,293.250,3,362
58,0,530,530,530,471.750,295.750,3,361
59,0,601,601,601,469.500,295.500,3,360
60,0,563,563,563,468.500,297.750,3,359
61,0,659,659,659,470.250,299.500,3,358
62,0,614,614,614,471.000,299.250,3,357
63,0,683,683,683,469.250,299.250,3,356
64,0,629,629,629,469.250,299.250,3,355
65,0,632,632,632,467.750,299.500,3,354
66,0,570,570,570,469.500,299.000,3,353
67,0,589,589,589,469.750,297.750,3,352
68,0,606,606,606,469.750,297.750,3,351
69,0,602,602,602,467.250,296.750,3,350
70,0,605,605,605,465.750,294.500,3,349
71,0,609,609,609,466.250,295.250,3,348
72,0,590,590,590,466.500,294.250,3,347
73,0,637,637,637,466.750,291.750,3,346
74,0,606,606,606,465.500,293.000,3,345
75,0,527,527,527,460.500,293.250,3,344
76,0,507,507,507,461.250,293.750,3,343
77,0,450,450,450,468.500,289.250,3,341
78,0,605,605,605,470.750,290.250,3,340
79,0,578,578,578,469.000,289.250,3,339
80,0,595,595,595,468.250,291.000,3,338
81,0,587,587,587,467.000,290.750,3,337
82,0,645,645,645,466.750,290.250,3,336
83,0,595,595,595,466.000,290.750,3,335
84,0,572,572,572,465.750,292.000,3,334
85,0,580,580,580,464.000,291.250,3,333
86,0,575,575,575,466.000,292.500,3,332
87,0,617,617,617,465.250,294.000,3,331
88,0,592,592,592,462.750,293.750,3,330
89,0,522,522,522,464.250,293.750,3,329
90,0,579,579,579,463.500,293.750,3,328
91,0,572,572,572,460.250,291.750,3,327
92,0,522,522,522,458.250,290.500,3,326
93,0,468,468,468,455.500,291.750,3,325
94,0,473,473,473,456.750,290.250,3,324
95,0,460,460,460,458.500,288.250,3,323
96,0,516,516,516,458.750,286.500,3,322
97,0,619,619,619,462.250,286.000,3,321
98,0,505,505,505,460.750,286.000,3,320
99,0,623,623,623,459.750,282.750,3,319
100,0,561,561,561,458.500,283.500,3,318
101,0,647,647,647,456.000,284.250,3,317
102,0,586,586,586,457.500,282.000,3,316
103,0,483,483,483,461.250,278.750,3,315
104,0,491,491,491,463.000,279.250,3,314
105,0,541,541,541,466.250,277.250,3,313
106,0,576,576,576,468.250,276.000,3,312
107,0,584,584,584,470.750,273.500,3,311
108,0,610,610,610,471.250,272.500,3,310
109,0,586,586,586,473.000,270.500,3,309
