 ,Area,Mean,Min,Max,X,Y,Ch,Frame
1,0,321,321,321,383.333,322.000,3,400
2,0,304,304,304,383.333,323.000,3,401
3,0,302,302,302,380.000,324.667,3,402
4,0,327,327,327,379.667,326.000,3,403
5,0,357,357,357,383.000,328.333,3,404
6,0,326,326,326,387.333,328.333,3,405
7,0,371,371,371,389.000,328.333,3,406
8,0,366,366,366,389.000,328.333,3,407
9,0,302,302,302,390.333,331.000,3,408
10,0,327,327,327,390.000,333.000,3,409
11,0,381,381,381,390.000,333.000,3,410
12,0,342,342,342,388.667,335.000,3,411
13,0,356,356,356,388.000,335.667,3,412
14,0,341,341,341,388.333,337.333,3,413
15,0,323,323,323,391.333,337.000,3,414
16,0,302,302,302,392.333,335.667,3,415
17,0,287,287,287,392.333,335.667,3,416
18,0,350,350,350,382.000,320.667,3,399
19,0,318,318,318,384.000,322.667,3,398
20,0,312,312,312,385.333,323.667,3,397
21,0,340,340,340,384.667,324.667,3,396
22,0,352,352,352,381.333,324.667,3,395
23,0,330,330,330,383.333,322.333,3,394
24,0,360,360,360,385.000,323.333,3,393
25,0,323,323,323,385.000,322.000,3,392
26,0,317,317,317,386.667,322.000,3,391
27,0,394,394,394,386.000,323.000,3,390
28,0,367,367,367,384.667,321.667,3,389
29,0,372,372,372,384.667,320.667,3,388
30,0,388,388,388,387.333,318.667,3,387
31,0,369,369,369,387.333,318.667,3,386
32,0,322,322,322,388.667,320.000,3,385
33,0,330,330,330,390.667,319.667,3,384
34,0,337,337,337,392.333,317.000,3,383
35,0,327,327,327,388.667,319.000,3,382
36,0,390,390,390,389.000,318.000,3,381
37,0,350,350,350,386.333,321.000,3,380
38,0,320,320,320,385.667,323.000,3,379
39,0,392,392,392,384.000,326.333,3,378
40,0,415,415,415,384.333,327.667,3,377
41,0,490,490,490,384.333,329.667,3,376
42,0,496,496,496,383.000,329.333,3,375
43,0,400,400,400,380.000,330.667,3,374
44,0,458,458,458,379.333,331.667,3,373
45,0,420,420,420,379.333,331.667,3,372
46,0,468,468,468,377.333,331.667,3,371
47,0,430,430,430,375.000,333.333,3,370
48,0,477,477,477,376.333,332.000,3,369
49,0,446,446,446,376.333,332.333,3,368
50,0,441,441,441,376.333,331.000,3,367
51,0,400,400,400,378.667,328.667,3,366
52,0,454,454,454,379.667,328.000,3,365
53,0,404,404,404,377.333,328.667,3,364
54,0,397,397,397,377.333,328.667,3,363
55,0,376,376,376,376.667,325.333,3,362
56,0,367,367,367,380.333,322.000,3,361
57,0,429,429,429,380.000,319.667,3,360
58,0,384,384,384,372.333,328.333,3,359
59,0,433,433,433,374.667,328.333,3,358
60,0,479,479,479,373.667,328.000,3,357
61,0,562,562,562,373.667,328.000,3,356
62,0,540,540,540,374.000,327.333,3,355
63,0,550,550,550,374.000,328.333,3,354
64,0,490,490,490,374.000,328.333,3,353
65,0,582,582,582,374.667,328.000,3,352
66,0,563,563,563,374.333,326.000,3,351
67,0,489,489,489,372.000,326.667,3,350
68,0,537,537,537,367.000,327.333,3,349
69,0,586,586,586,364.000,327.333,3,348
70,0,572,572,572,364.000,327.333,3,347
71,0,567,567,567,365.333,326.000,3,346
72,0,560,560,560,367.333,324.333,3,345
73,0,615,615,615,370.000,322.000,3,344
74,0,613,613,613,371.333,321.667,3,343
75,0,545,545,545,371.000,323.333,3,342
76,0,591,591,591,369.333,326.667,3,341
77,0,605,605,605,367.667,328.000,3,340
78,0,573,573,573,367.667,328.000,3,339
79,0,602,602,602,367.333,328.667,3,338
80,0,653,653,653,368.000,331.000,3,337
81,0,663,663,663,371.000,330.000,3,336
82,0,544,544,544,372.667,326.333,3,335
83,0,503,503,503,369.667,330.333,3,334
84,0,477,477,477,368.333,333.000,3,333
85,0,471,471,471,368.333,333.000,3,332
86,0,494,494,494,368.333,333.000,3,331
87,0,443,443,443,369.667,330.000,3,330
88,0,395,395,395,372.333,330.000,3,329
89,0,501,501,501,375.000,331.667,3,328
90,0,476,476,476,368.667,332.667,3,327
91,0,543,543,543,368.667,332.667,3,326
92,0,439,439,439,367.667,332.000,3,325
93,0,441,441,441,366.667,332.000,3,324
94,0,383,383,383,367.333,330.333,3,323
95,0,393,393,393,365.333,330.667,3,322
96,0,445,445,445,362.667,330.667,3,321
97,0,427,427,427,364.667,331.667,3,320
98,0,444,444,444,366.667,328.667,3,319
99,0,401,401,401,363.667,324.333,3,318
100,0,435,435,435,366.333,323.000,3,317
101,0,418,418,418,367.000,319.333,3,316
102,0,491,491,491,367.000,319.333,3,315
103,0,484,484,484,364.667,319.667,3,314
104,0,489,489,489,367.333,322.000,3,313
