 ,Area,Mean,Min,Max,X,Y,Ch,Frame
1,0,369,369,369,348.250,411.250,3,400
2,0,371,371,371,348.000,409.500,3,401
3,0,417,417,417,349.500,410.250,3,402
4,0,462,462,462,351.500,410.250,3,403
5,0,426,426,426,353.750,410.000,3,404
6,0,424,424,424,354.250,411.250,3,405
7,0,429,429,429,353.000,414.000,3,406
8,0,478,478,478,352.500,418.000,3,407
9,0,463,463,463,356.000,418.000,3,408
10,0,435,435,435,354.500,419.000,3,409
11,0,439,439,439,353.250,419.750,3,410
12,0,448,448,448,350.750,418.250,3,411
13,0,512,512,512,351.750,418.250,3,412
14,0,443,443,443,351.250,415.000,3,413
15,0,409,409,409,351.250,416.750,3,414
16,0,418,418,418,348.250,422.500,3,415
17,0,393,393,393,349.500,420.250,3,416
18,0,420,420,420,352.500,418.000,3,417
19,0,471,471,471,354.750,417.750,3,418
20,0,396,396,396,356.000,416.500,3,419
21,0,414,414,414,356.250,415.000,3,420
22,0,372,372,372,359.000,414.750,3,421
23,0,394,394,394,361.000,415.250,3,422
24,0,391,391,391,363.750,413.000,3,423
25,0,434,434,434,365.250,412.500,3,424
26,0,350,350,350,366.000,416.500,3,425
27,0,294,294,294,365.500,425.000,3,426
28,0,351,351,351,347.750,412.000,3,399
29,0,392,392,392,345.500,410.500,3,398
30,0,424,424,424,347.000,412.500,3,397
31,0,391,391,391,349.000,411.000,3,396
32,0,459,459,459,347.000,411.250,3,395
33,0,336,336,336,350.000,415.000,3,394
34,0,390,390,390,352.250,415.000,3,393
35,0,388,388,388,352.000,417.250,3,392
36,0,323,323,323,351.500,417.250,3,391
37,0,420,420,420,351.500,417.250,3,390
38,0,368,368,368,353.000,416.750,3,389
39,0,458,458,458,353.750,416.500,3,388
40,0,410,410,410,353.750,416.500,3,387
41,0,410,410,410,355.250,416.750,3,386
42,0,394,394,394,354.000,417.750,3,385
43,0,468,468,468,354.000,417.750,3,384
44,0,389,389,389,352.250,418.500,3,383
45,0,405,405,405,353.000,418.000,3,382
46,0,376,376,376,354.750,418.000,3,381
47,0,408,408,408,356.500,417.000,3,380
48,0,479,479,479,353.750,415.500,3,379
49,0,515,515,515,353.000,414.750,3,378
50,0,464,464,464,354.000,411.750,3,377
51,0,515,515,515,353.500,413.000,3,376
52,0,501,501,501,353.500,413.000,3,375
53,0,508,508,508,351.500,414.500,3,374
54,0,526,526,526,351.500,415.750,3,373
55,0,528,528,528,350.250,416.500,3,372
56,0,525,525,525,348.250,415.000,3,371
57,0,435,435,435,345.750,415.000,3,370
58,0,446,446,446,343.000,413.000,3,369
59,0,401,401,401,345.500,412.000,3,368
60,0,401,401,401,345.500,412.000,3,367
61,0,430,430,430,349.000,413.000,3,366
62,0,498,498,498,350.250,412.250,3,365
63,0,554,554,554,348.000,412.250,3,364
64,0,476,476,476,345.250,408.000,3,363
65,0,485,485,485,347.750,409.250,3,362
66,0,526,526,526,352.000,409.500,3,361
67,0,543,543,543,353.000,410.250,3,360
68,0,553,553,553,354.750,410.500,3,359
69,0,602,602,602,354.250,413.000,3,358
70,0,645,645,645,354.000,414.750,3,357
71,0,593,593,593,354.500,412.000,3,356
72,0,563,563,563,357.000,413.750,3,355
73,0,645,645,645,356.250,414.750,3,354
74,0,637,637,637,356.500,414.500,3,353
75,0,647,647,647,355.250,413.000,3,352
76,0,642,642,642,356.000,411.500,3,351
77,0,646,646,646,355.000,412.750,3,350
78,0,639,639,639,356.000,412.500,3,349
79,0,584,584,584,355.500,417.000,3,348
80,0,540,540,540,355.500,413.750,3,347
81,0,521,521,521,353.750,409.250,3,346
82,0,632,632,632,350.500,404.000,3,345
83,0,515,515,515,347.500,395.500,3,342
84,0,632,632,632,346.250,396.250,3,341
85,0,552,552,552,346.250,396.250,3,340
86,0,620,620,620,345.750,396.250,3,339
87,0,628,628,628,345.750,396.250,3,338
88,0,627,627,627,341.000,397.250,3,337
89,0,640,640,640,341.000,397.250,3,336
90,0,545,545,545,341.000,397.250,3,335
91,0,621,621,621,341.000,397.250,3,334
92,0,643,643,643,341.000,397.250,3,333
93,0,625,625,625,340.250,395.250,3,332
94,0,560,560,560,341.500,390.500,3,331
95,0,620,620,620,341.500,390.500,3,330
96,0,614,614,614,340.500,390.250,3,329
97,0,559,559,559,341.750,392.500,3,328
98,0,577,577,577,341.750,392.500,3,327
