 ,Area,Mean,Min,Max,X,Y,Ch,Frame
1,0,350,350,350,363.333,327.000,3,400
2,0,318,318,318,364.333,326.000,3,401
3,0,357,357,357,365.000,327.667,3,402
4,0,329,329,329,363.333,328.333,3,403
5,0,321,321,321,364.333,321.667,3,404
6,0,284,284,284,371.000,315.333,3,405
7,0,347,347,347,376.667,312.000,3,406
8,0,321,321,321,377.667,312.000,3,407
9,0,302,302,302,379.333,313.667,3,408
10,0,320,320,320,378.000,317.000,3,409
11,0,339,339,339,376.333,317.667,3,410
12,0,281,281,281,372.333,320.333,3,411
13,0,279,279,279,369.667,323.667,3,412
14,0,282,282,282,368.000,323.000,3,413
15,0,286,286,286,363.000,323.000,3,414
16,0,303,303,303,362.000,319.667,3,415
17,0,292,292,292,358.667,318.667,3,416
18,0,210,210,210,359.667,314.333,3,417
19,0,195,195,195,357.333,313.667,3,418
20,0,208,208,208,354.333,314.333,3,419
21,0,233,233,233,355.000,317.667,3,420
22,0,235,235,235,353.667,318.667,3,421
23,0,185,185,185,349.667,315.667,3,422
24,0,185,185,185,348.667,315.000,3,423
25,0,379,379,379,363.000,328.000,3,399
26,0,374,374,374,364.000,328.000,3,398
27,0,412,412,412,364.000,328.333,3,397
28,0,352,352,352,365.333,331.000,3,396
29,0,409,409,409,362.667,333.333,3,395
30,0,420,420,420,362.667,334.000,3,394
31,0,371,371,371,363.000,334.667,3,393
32,0,394,394,394,363.667,334.667,3,392
33,0,395,395,395,363.333,333.000,3,391
34,0,490,490,490,362.667,332.667,3,390
35,0,429,429,429,363.000,330.667,3,389
36,0,413,413,413,362.000,330.000,3,388
37,0,367,367,367,362.000,327.667,3,387
38,0,390,390,390,360.333,328.667,3,386
39,0,440,440,440,357.000,330.667,3,385
40,0,414,414,414,358.333,333.000,3,384
41,0,421,421,421,356.667,334.000,3,383
42,0,405,405,405,358.333,333.333,3,382
43,0,413,413,413,358.000,336.667,3,381
44,0,409,409,409,357.333,337.333,3,380
45,0,420,420,420,355.667,342.667,3,379
46,0,380,380,380,356.667,343.333,3,378
47,0,412,412,412,356.667,343.333,3,377
48,0,428,428,428,356.333,343.333,3,376
49,0,448,448,448,352.333,343.333,3,375
50,0,372,372,372,352.333,343.333,3,374
51,0,401,401,401,360.667,338.000,3,372
52,0,437,437,437,361.333,340.667,3,371
53,0,419,419,419,361.333,340.667,3,370
54,0,480,480,480,360.333,342.000,3,369
55,0,418,418,418,360.333,342.000,3,368
56,0,452,452,452,359.667,341.000,3,367
57,0,426,426,426,359.333,341.000,3,366
58,0,496,496,496,361.000,342.000,3,365
59,0,443,443,443,360.667,340.667,3,364
60,0,444,444,444,362.000,338.333,3,363
61,0,486,486,486,360.000,337.667,3,362
62,0,553,553,553,356.333,334.667,3,361
63,0,499,499,499,356.333,335.667,3,360
64,0,523,523,523,356.333,335.667,3,359
65,0,421,421,421,357.333,336.000,3,358
66,0,397,397,397,357.333,336.667,3,357
67,0,394,394,394,357.667,336.333,3,356
68,0,464,464,464,356.667,334.333,3,355
69,0,343,343,343,356.333,336.333,3,354
70,0,395,395,395,355.667,338.667,3,353
71,0,419,419,419,356.667,340.333,3,352
72,0,454,454,454,354.667,341.667,3,351
73,0,504,504,504,353.667,340.333,3,350
74,0,445,445,445,353.667,340.333,3,349
75,0,442,442,442,354.000,339.000,3,348
76,0,440,440,440,355.667,337.333,3,347
77,0,502,502,502,356.000,336.333,3,346
78,0,412,412,412,356.333,335.333,3,345
79,0,440,440,440,358.667,332.667,3,344
80,0,444,444,444,359.667,326.667,3,343
81,0,468,468,468,358.667,322.000,3,342
82,0,440,440,440,358.667,322.000,3,341
83,0,423,423,423,356.333,325.000,3,340
84,0,462,462,462,355.000,325.333,3,339
85,0,474,474,474,353.667,328.333,3,338
86,0,508,508,508,354.000,331.333,3,337
87,0,495,495,495,355.000,330.667,3,336
88,0,482,482,482,355.000,330.667,3,335
89,0,479,479,479,354.667,332.333,3,334
90,0,459,459,459,354.333,334.000,3,333
91,0,539,539,539,356.000,334.000,3,332
92,0,449,449,449,356.000,334.000,3,331
93,0,478,478,478,356.000,336.333,3,330
94,0,561,561,561,353.333,334.000,3,329
95,0,433,433,433,353.000,335.333,3,328
96,0,434,434,434,355.667,337.667,3,327
97,0,484,484,484,355.667,331.333,3,326
98,0,474,474,474,354.000,333.333,3,325
99,0,488,488,488,353.667,334.000,3,324
100,0,493,493,493,353.667,335.000,3,323
101,0,429,429,429,352.000,336.333,3,322
102,0,467,467,467,351.000,338.667,3,321
103,0,406,406,406,353.000,336.000,3,320
104,0,403,403,403,356.667,330.000,3,319
105,0,400,400,400,352.000,327.333,3,318
