 ,Area,Mean,Min,Max,X,Y,Ch,Frame
1,0,267,267,267,451.750,250.500,3,400
2,0,324,324,324,450.250,248.500,3,401
3,0,257,257,257,450.500,245.000,3,402
4,0,245,245,245,450.500,245.000,3,403
5,0,295,295,295,450.500,245.500,3,404
6,0,329,329,329,449.250,250.500,3,405
7,0,337,337,337,448.750,248.250,3,406
8,0,285,285,285,448.750,246.250,3,407
9,0,280,280,280,449.750,247.500,3,408
10,0,237,237,237,450.750,249.000,3,409
11,0,207,207,207,451.250,252.750,3,410
12,0,201,201,201,451.250,250.500,3,411
13,0,183,183,183,449.500,251.000,3,412
14,0,175,175,175,451.000,248.750,3,413
15,0,194,194,194,448.500,251.750,3,414
16,0,161,161,161,447.500,253.500,3,415
17,0,188,188,188,445.250,252.750,3,416
18,0,240,240,240,442.750,254.000,3,417
19,0,220,220,220,443.250,252.000,3,418
20,0,230,230,230,440.500,252.000,3,419
21,0,234,234,234,438.750,252.000,3,420
22,0,196,196,196,438.750,252.000,3,421
23,0,229,229,229,440.000,254.250,3,422
24,0,258,258,258,440.000,254.250,3,423
25,0,237,237,237,439.250,253.000,3,424
26,0,197,197,197,438.000,252.500,3,425
27,0,230,230,230,440.500,252.750,3,426
28,0,272,272,272,451.500,251.750,3,399
29,0,259,259,259,449.750,251.500,3,398
30,0,300,300,300,449.250,252.250,3,397
31,0,249,249,249,447.000,255.000,3,396
32,0,326,326,326,445.250,252.500,3,395
33,0,263,263,263,448.000,247.250,3,394
34,0,301,301,301,450.750,237.750,3,391
35,0,308,308,308,451.500,237.000,3,390
36,0,290,290,290,449.250,236.250,3,389
37,0,275,275,275,448.250,236.250,3,388
38,0,322,322,322,446.250,235.000,3,387
39,0,374,374,374,444.250,234.750,3,386
40,0,360,360,360,442.250,235.750,3,385
41,0,395,395,395,442.250,235.750,3,384
42,0,325,325,325,441.750,233.500,3,383
43,0,413,413,413,441.750,232.500,3,382
44,0,323,323,323,442.000,233.250,3,381
45,0,438,438,438,442.000,233.250,3,380
46,0,387,387,387,442.250,235.000,3,379
47,0,327,327,327,441.000,237.750,3,378
48,0,412,412,412,443.500,241.500,3,377
49,0,389,389,389,443.500,241.500,3,376
50,0,385,385,385,443.750,238.250,3,375
51,0,448,448,448,441.750,237.500,3,374
52,0,410,410,410,441.000,236.750,3,373
53,0,429,429,429,439.500,236.750,3,372
54,0,465,465,465,438.500,237.500,3,371
55,0,383,383,383,437.500,238.250,3,370
56,0,327,327,327,437.250,240.000,3,369
57,0,436,436,436,437.250,240.500,3,368
58,0,449,449,449,434.750,244.750,3,367
59,0,404,404,404,434.250,245.000,3,366
60,0,407,407,407,434.000,245.750,3,365
61,0,470,470,470,434.000,245.750,3,364
62,0,513,513,513,433.250,245.750,3,363
63,0,494,494,494,431.500,246.000,3,362
64,0,532,532,532,428.500,247.250,3,361
65,0,474,474,474,425.750,249.250,3,360
66,0,432,432,432,422.000,252.000,3,359
67,0,475,475,475,422.750,252.500,3,358
68,0,468,468,468,422.750,252.500,3,357
69,0,453,453,453,425.250,249.750,3,356
70,0,501,501,501,425.750,248.000,3,355
71,0,487,487,487,425.500,250.500,3,354
72,0,533,533,533,428.000,250.250,3,353
73,0,541,541,541,428.000,249.000,3,352
74,0,560,560,560,428.000,249.500,3,351
75,0,615,615,615,422.750,253.000,3,350
76,0,676,676,676,418.500,256.000,3,349
77,0,659,659,659,418.000,257.500,3,348
78,0,581,581,581,417.500,256.500,3,347
79,0,584,584,584,419.500,256.500,3,346
80,0,625,625,625,421.750,253.000,3,345
81,0,597,597,597,425.000,249.750,3,344
82,0,565,565,565,428.250,250.000,3,343
83,0,578,578,578,431.250,250.500,3,342
84,0,536,536,536,431.750,247.250,3,341
85,0,527,527,527,432.000,245.750,3,340
86,0,560,560,560,431.500,252.000,3,339
87,0,573,573,573,428.750,254.500,3,338
