 ,Area,Mean,Min,Max,X,Y,Ch,Frame
1,0,162,162,162,416.333,331.667,2,400
2,0,146,146,146,416.667,331.667,2,401
3,0,142,142,142,415.333,333.333,2,402
4,0,128,128,128,414.333,331.000,2,403
5,0,110,110,110,415.000,330.333,2,404
6,0,165,165,165,417.333,329.333,2,405
7,0,133,133,133,416.667,329.333,2,406
8,0,201,201,201,416.000,331.333,2,407
9,0,114,114,114,417.333,331.333,2,408
10,0,168,168,168,419.000,330.667,2,409
11,0,215,215,215,418.667,331.333,2,410
12,0,212,212,212,418.000,332.333,2,411
13,0,226,226,226,418.333,333.000,2,412
14,0,236,236,236,419.000,333.667,2,413
15,0,201,201,201,420.667,334.333,2,414
16,0,187,187,187,419.333,335.000,2,415
17,0,239,239,239,419.333,335.333,2,416
18,0,246,246,246,422.000,334.333,2,417
19,0,169,169,169,427.333,332.667,2,418
20,0,151,151,151,416.667,332.667,2,399
21,0,144,144,144,416.667,335.333,2,398
22,0,222,222,222,416.667,333.667,2,397
23,0,238,238,238,416.667,333.667,2,396
24,0,222,222,222,417.000,332.333,2,395
25,0,176,176,176,418.000,332.000,2,394
26,0,220,220,220,418.333,332.000,2,393
27,0,202,202,202,417.667,333.667,2,392
28,0,335,335,335,415.333,331.000,2,391
29,0,324,324,324,412.000,331.667,2,390
30,0,336,336,336,413.000,331.667,2,389
31,0,243,243,243,412.667,333.333,2,388
32,0,357,357,357,415.000,332.667,2,387
33,0,249,249,249,416.667,334.000,2,386
